Слово,Сумма_слов,Нормализованная_частотность
прекращать,6,2.28341782
прекращаться,9,9.133671279
преобладание,9,2.28341782
преобладать,66,11.4170891
преобразование,61,6.850253459
преобразовать,43,4.56683564
преобразоваться,10,4.56683564
преобразовывать,8,2.28341782
преобразовываться,6,2.28341782
препарат,10,18.26734256
препятствовать,23,2.28341782
пресноводный,11,2.28341782
пресный,39,9.133671279
прибить,6,2.28341782
приближаться,40,4.56683564
приблизительно,25,2.28341782
приблизительный,7,2.28341782
прибор,55,31.96784948
прибрежный,38,9.133671279
прибывать,11,2.28341782
привести,985,38.81810294
привлекательно,4,4.56683564
привлекательный,12,6.850253459
привлекать,55,6.850253459
привлечь,29,4.56683564
приводить,136,22.8341782
привычный,38,2.28341782
приготавливать,1,2.28341782
приготовить,33,6.850253459
приготовление,46,13.70050692
пригреть,5,2.28341782
придавать,72,9.133671279
придание,1,2.28341782
придаток,2,2.28341782
придаточный,23,43.38493858
придумать,250,2.28341782
приём,142,11.4170891
прижать,5,4.56683564
прижимать,2,2.28341782
признак,763,125.5879801
прийтись,123,2.28341782
приклеиваться,1,2.28341782
прикорневой,2,2.28341782
прикосновение,15,4.56683564
прикрепить,18,9.133671279
прикрепиться,1,2.28341782
прикрепление,4,4.56683564
прикреплять,3,2.28341782
прикрепляться,9,6.850253459
прилагать,14,2.28341782
прилегать,13,4.56683564
прилетать,20,2.28341782
прилив,20,6.850253459
приливно-отливный,1,2.28341782
прилипнуть,3,2.28341782
прилистник,5,6.850253459
приложение,105,6.850253459
применение,54,2.28341782
применять,83,9.133671279
применяться,40,6.850253459
пример,1542,52.51860986
примерно,180,6.850253459
приметить,3,2.28341782
примечательно,1,2.28341782
примитивный,20,22.8341782
приморский,11,2.28341782
принадлежать,215,2.28341782
принадлежность,62,2.28341782
принимать,191,9.133671279
приниматься,17,2.28341782
приносить,83,11.4170891
приноситься,1,2.28341782
принцип,54,2.28341782
принципиальный,5,2.28341782
приобрести,57,6.850253459
приобретать,55,11.4170891
приостанавливать,1,2.28341782
приостанавливаться,2,4.56683564
приостановить,4,2.28341782
приостановиться,2,2.28341782
приостановление,1,2.28341782
припас,8,2.28341782
приписывать,15,2.28341782
приподниматься,5,11.4170891
прирастать,2,2.28341782
природа,568,228.341782
природный,239,61.65228113
прислать,177,2.28341782
присмотреться,10,2.28341782
присоединяться,11,4.56683564
присоска,5,2.28341782
приспосабливаться,16,6.850253459
приспособительный,1,2.28341782
приспособить,16,13.70050692
приспособиться,23,4.56683564
приспособление,51,13.70050692
приспособленность,6,13.70050692
приспособляемость,1,2.28341782
присутствие,20,9.133671279
присутствовать,44,4.56683564
присущий,30,4.56683564
присыпаться,1,2.28341782
присыпка,1,2.28341782
притекать,1,2.28341782
приток,46,2.28341782
притягивать,10,2.28341782
притяжение,13,4.56683564
приусадебный,8,4.56683564
приходиться,176,13.70050692
прицветный,1,2.28341782
прицепка,3,6.850253459
прицепляться,2,4.56683564
причём,30,2.28341782
причина,286,41.10152076
причинять,9,2.28341782
прищипка,1,2.28341782
прищипывать,1,2.28341782
пробег,5,2.28341782
пробежать,33,2.28341782
пробиваться,10,6.850253459
пробирка,2,2.28341782
пробить,11,2.28341782
пробка,22,20.55076038
пробковый,1,2.28341782
проблема,228,6.850253459
проведение,45,15.98392474
проверить,336,137.0050692
проверять,75,4.56683564
провести,606,6.850253459
проветривать,5,6.850253459
проводить,173,77.63620587
проводиться,37,4.56683564
программа,101,2.28341782
прогрессивный,7,11.4170891
продвигаться,19,9.133671279
продвинуться,8,2.28341782
проделать,16,6.850253459
продержать,1,2.28341782
продолговато-эллиптический,1,2.28341782
продолжатель,4,2.28341782
продолжать,133,18.26734256
продолжаться,77,6.850253459
продолжение,41,6.850253459
продолжительность,42,13.70050692
продолжительный,12,2.28341782
продольный,5,4.56683564
продукт,109,41.10152076
продуктивность,2,4.56683564
продукция,38,2.28341782
прозрачность,6,2.28341782
прозрачный,49,15.98392474
прозябать,1,2.28341782
прозябаять,1,2.28341782
производить,111,6.850253459
производиться,26,2.28341782
производство,93,13.70050692
произойти,274,27.40101384
произрастание,10,15.98392474
произрастать,69,137.0050692
проистекать,1,2.28341782
происходить,541,276.2935562
происхождение,277,50.23519204
пройти,443,6.850253459
прокариот,3,4.56683564
прокипятить,1,2.28341782
пролежать,3,2.28341782
пролеска,3,4.56683564
проливный,7,6.850253459
промежуточный,27,4.56683564
промёрзнуть,1,2.28341782
промышленность,36,22.8341782
промышленный,45,6.850253459
проникать,47,25.11759602
проникновение,16,2.28341782
проникнуть,28,2.28341782
пронумеровать,3,2.28341782
пропитать,4,2.28341782
пропитываться,2,2.28341782
пропускать,24,2.28341782
прорастание,53,93.62013061
прорастать,38,63.93569895
прорасти,25,31.96784948
прорастить,7,9.133671279
проросток,7,4.56683564
просо,9,4.56683564
просочиться,3,2.28341782
простейшее,20,2.28341782
просто,192,6.850253459
простой,845,95.90354843
простокваша,3,2.28341782
простор,47,2.28341782
пространство,134,20.55076038
проступать,2,2.28341782
протекание,8,13.70050692
протекать,32,9.133671279
противобактериальный,1,2.28341782
противогнилостный,1,2.28341782
противостоять,26,6.850253459
протяжение,80,31.96784948
прохлада,11,2.28341782
прохладный,26,4.56683564
проходить,271,6.850253459
процесс,428,221.4915285
прочий,26,2.28341782
прочитать,1598,6.850253459
прочно,21,2.28341782
прочность,14,9.133671279
прочный,59,41.10152076
прошлогодний,10,2.28341782
прошлый,74,6.850253459
проявление,61,4.56683564
проявлять,48,9.133671279
проявляться,93,27.40101384
пруд,75,6.850253459
прядильный,1,2.28341782
прямо,129,2.28341782
прямой,2009,6.850253459
прямостоячий,9,18.26734256
пряный,2,2.28341782
птенец,13,2.28341782
птица,333,25.11759602
пузырёк,15,2.28341782
пульсировать,5,2.28341782
пурпурный,2,2.28341782
пустоцвет,1,2.28341782
пустынный,14,2.28341782
пустыня,62,20.55076038
пустырь,2,2.28341782
путём,68,11.4170891
путешествие,101,4.56683564
путешествовать,22,4.56683564
путь,863,6.850253459
пух,15,2.28341782
пучок,17,18.26734256
пучочек,1,2.28341782
пушинка,3,4.56683564
пушистый,20,6.850253459
пушица,2,4.56683564
пуща,1,2.28341782
пчела,60,13.70050692
пшеница,106,82.20304151
пыль,34,9.133671279
пыльник,8,15.98392474
пыльца,45,68.50253459
пыльцевой,16,20.55076038
пырей,12,13.70050692
пятизубчатый,1,2.28341782
пятичленный,2,4.56683564
пятно,22,2.28341782
пятнышко,5,2.28341782
работа,857,82.20304151
работать,342,9.133671279
рабочий,156,2.28341782
равнина,145,2.28341782
равно,572,2.28341782
равнодушно,2,4.56683564
равноценный,3,2.28341782
равный,2765,4.56683564
равняться,54,9.133671279
радиация,3,2.28341782
радиоактивность,1,2.28341782
радость,104,2.28341782
разбрасывать,2,2.28341782
разбухать,1,2.28341782
разведчик,6,2.28341782
развести,7,2.28341782
разветвить,9,6.850253459
развивать,37,4.56683564
развиваться,239,180.3900078
развивающийся,10,9.133671279
развитие,631,141.5719048
развитой,92,47.95177422
развить,24,9.133671279
развиться,22,4.56683564
разводить,23,6.850253459
разворачиваться,7,2.28341782
раздвигаться,2,2.28341782
раздвинуть,4,2.28341782
разделение,35,2.28341782
разделить,351,4.56683564
разделяться,11,2.28341782
раздражимость,17,20.55076038
разлагаться,9,4.56683564
разлетаться,3,4.56683564
различать,94,13.70050692
различаться,162,18.26734256
различие,120,31.96784948
различимый,2,2.28341782
различить,12,2.28341782
различно,20,13.70050692
разложение,72,2.28341782
размер,339,59.36886331
разместить,27,2.28341782
размещать,5,2.28341782
размножать,5,4.56683564
размножаться,46,54.80202768
размножение,138,180.3900078
разница,62,2.28341782
разновидность,65,4.56683564
разнообразие,64,66.21911677
разнообразно,5,2.28341782
разнообразный,130,43.38493858
разнородный,2,2.28341782
разносить,6,2.28341782
разноситься,8,6.850253459
разобраться,26,2.28341782
разрастание,3,4.56683564
разрастаться,18,20.55076038
разрастись,20,20.55076038
разрез,10,6.850253459
разрушать,20,9.133671279
разрушаться,18,9.133671279
разрушающий,1,2.28341782
разрушение,36,4.56683564
разрушительный,14,4.56683564
разрушить,22,2.28341782
разрывать,8,2.28341782
разумеется,6,4.56683564
разумный,27,2.28341782
район,149,6.850253459
рама,11,2.28341782
ранее,38,2.28341782
ранневесенний,1,2.28341782
ранний,289,15.98392474
рано,60,6.850253459
рапс,2,4.56683564
раскалить,10,2.28341782
расклёвывать,1,2.28341782
раскрываться,40,11.4170891
раскрытие,35,2.28341782
раскрыть,90,2.28341782
распашка,11,2.28341782
распознать,2,2.28341782
располагаться,149,111.8874732
расположение,132,22.8341782
расположить,568,57.08544549
расправить,2,2.28341782
распределить,65,2.28341782
распределять,16,4.56683564
распределяться,16,2.28341782
распространение,120,66.21911677
распространить,134,18.26734256
распространиться,22,9.133671279
распространять,14,11.4170891
распространяться,65,41.10152076
распускание,2,2.28341782
распускаться,8,4.56683564
распуститься,7,2.28341782
рассада,7,2.28341782
рассвет,25,2.28341782
рассеиваться,4,2.28341782
расселение,75,13.70050692
расселиться,26,4.56683564
расселяться,16,11.4170891
рассечь,12,2.28341782
рассеянный,7,2.28341782
рассказать,577,4.56683564
рассматривать,93,6.850253459
рассмотреть,558,13.70050692
расстояние,1095,18.26734256
раствор,136,50.23519204
растворение,1,2.28341782
растворить,47,13.70050692
растворяться,9,2.28341782
растекаться,3,2.28341782
растение,1994,3139.699502
растение-паразит,4,2.28341782
растение-ребёночек,1,2.28341782
растение-хамелеон,1,2.28341782
растеньице,2,2.28341782
расти,299,210.0744394
растительность,29,13.70050692
растительноядный,19,2.28341782
растительный,173,235.1920354
растягивание,2,2.28341782
растяжение,8,15.98392474
расходиться,15,2.28341782
расходование,1,2.28341782
расходоваться,18,15.98392474
расцветать,10,6.850253459
расчленение,2,2.28341782
расширение,48,2.28341782
расширить,34,11.4170891
расщепление,3,2.28341782
расщеплять,1,2.28341782
рдест,2,4.56683564
реактор,2,2.28341782
реакция,14,6.850253459
реальный,109,2.28341782
регион,32,2.28341782
регулировать,17,2.28341782
регулярный,16,2.28341782
редис,10,18.26734256
редкий,82,22.8341782
редко,34,11.4170891
редька,7,2.28341782
режим,47,2.28341782
резать,12,2.28341782
резкий,41,4.56683564
резко,45,4.56683564
резкость,1,2.28341782
результат,713,52.51860986
река,886,15.98392474
рекордсмен,1,2.28341782
рельеф,126,2.28341782
репа,12,9.133671279
репейник,12,4.56683564
репка,3,2.28341782
репчатый,2,2.28341782
ресничка,11,4.56683564
республика,76,2.28341782
ресурс,119,4.56683564
речь,1108,6.850253459
решение,635,2.28341782
рибонуклеиновый,1,2.28341782
ризоид,15,34.2512673
ризос,1,2.28341782
римский,125,2.28341782
риниофит,5,11.4170891
риниофитовый,3,6.850253459
рис,34,27.40101384
рисовый,2,4.56683564
рисунок,516,6.850253459
ритм,18,2.28341782
рнк,1,2.28341782
ровный,25,4.56683564
рогоз,7,4.56683564
род,353,25.11759602
родина,125,13.70050692
родитель,169,2.28341782
родительский,19,2.28341782
родиться,403,6.850253459
родник,22,2.28341782
родный,185,2.28341782
родовой,72,2.28341782
родоначальник,5,2.28341782
родственник,74,4.56683564
родство,22,2.28341782
роды,110,15.98392474
рождение,80,4.56683564
рожь,42,27.40101384
роза,29,15.98392474
розетка,3,2.28341782
розеточный,2,4.56683564
розоватый,3,2.28341782
розоветь,6,2.28341782
розово-красный,1,2.28341782
розовый,39,15.98392474
розоцветный,12,27.40101384
роиться,2,2.28341782
роль,607,57.08544549
ромашка,15,11.4170891
роса,32,9.133671279
рослый,4,2.28341782
российский,298,4.56683564
Россия,711,18.26734256
рост,303,155.2724117
росток,12,2.28341782
росянка,6,2.28341782
ротовой,9,2.28341782
роща,62,2.28341782
рубец,1,2.28341782
рубчик,6,13.70050692
рудбекия,1,2.28341782
рука,413,2.28341782
русский,3080,11.4170891
Русь,2139,4.56683564
ручка,35,2.28341782
ручной,15,4.56683564
рыба,180,6.850253459
рыдать,3,2.28341782
рыжик,3,2.28341782
рыльце,18,27.40101384
рынок,34,2.28341782
рыхление,1,2.28341782
рыхлить,5,4.56683564
рыхло,1,2.28341782
рыхлый,16,18.26734256
рыцарь,111,2.28341782
рябина,29,13.70050692
ряд,351,6.850253459
рядом,117,18.26734256
ряска,7,9.133671279
рясковый,1,2.28341782
саванна,8,2.28341782
савойский,1,2.28341782
сад,170,27.40101384
садиться,29,2.28341782
садовод,4,2.28341782
садовый,20,6.850253459
салат,20,6.850253459
самодельный,2,2.28341782
самоопыление,8,13.70050692
самостоятельно,108,6.850253459
самостоятельный,138,6.850253459
самый,905,155.2724117
санитар,3,2.28341782
Санкт-Петербург,33,2.28341782
сапротрофа,3,6.850253459
сапротрофный,1,2.28341782
сарай,43,2.28341782
сарептский,1,2.28341782
сахар,88,11.4170891
сахаристый,2,2.28341782
сахарный,17,6.850253459
сахароносный,2,4.56683564
сбивать,11,2.28341782
сближение,21,2.28341782
сблизить,5,2.28341782
сбор,100,15.98392474
сборная,6,4.56683564
сбрасывать,14,2.28341782
сведение,107,18.26734256
свежий,101,2.28341782
свёкла,27,11.4170891
свёрнутый,5,2.28341782
сверху,45,6.850253459
свет,357,152.9889939
светиться,13,4.56683564
светло-жёлтый,1,2.28341782
светло-зелёный,4,2.28341782
светло-серый,2,2.28341782
светлый,81,2.28341782
световой,12,9.133671279
светолюбивый,28,27.40101384
светящийся,3,2.28341782
свечение,3,4.56683564
свидетельствовать,70,2.28341782
свисать,5,2.28341782
свободно,36,4.56683564
свободный,193,2.28341782
своеобразный,43,11.4170891
свойственный,40,2.28341782
свойство,853,57.08544549
свыше,21,4.56683564
связанный,121,2.28341782
связать,440,34.2512673
связывать,64,2.28341782
связь,357,41.10152076
священный,60,2.28341782
сделать,901,22.8341782
сдувать,2,2.28341782
северный,397,11.4170891
севок,2,4.56683564
сегодня,198,2.28341782
сезон,18,4.56683564
сейшельский,3,6.850253459
селекционер,3,6.850253459
селекционный,1,2.28341782
селекция,4,6.850253459
селитра,1,2.28341782
сельский,129,6.850253459
сельскохозяйственный,27,4.56683564
семейство,109,146.1387405
семенной,18,38.81810294
семя,489,742.1107914
семядоля,33,57.08544549
семязачаток,15,15.98392474
семянка,3,6.850253459
семяпочка,2,2.28341782
сено,41,2.28341782
сердечный,22,2.28341782
сердцевидный,1,2.28341782
сердцевина,14,22.8341782
середина,298,2.28341782
серединный,22,2.28341782
серёжка,6,4.56683564
сернистый,1,2.28341782
серобактерия,1,2.28341782
серовато-зелёный,1,2.28341782
сероватый,3,2.28341782
серьёзный,65,2.28341782
сетчатый,6,11.4170891
сеять,26,2.28341782
сжать,4,2.28341782
сжиматься,7,2.28341782
сибирский,43,9.133671279
Сибирь,58,4.56683564
сигнал,21,2.28341782
сидеть,156,2.28341782
сидячий,9,15.98392474
сила,535,11.4170891
силос,4,2.28341782
силосование,1,2.28341782
сильно,81,4.56683564
сильный,320,36.53468512
симбиоз,5,11.4170891
симбионт,5,6.850253459
симбиотический,4,9.133671279
символ,162,2.28341782
сине-зелёный,3,4.56683564
синий,131,13.70050692
синоним,213,2.28341782
синтез,11,6.850253459
синтезирование,1,2.28341782
синтезировать,5,9.133671279
синтезироваться,1,2.28341782
синь,29,2.28341782
сирень,11,9.133671279
система,675,105.0372197
систематик,6,13.70050692
систематически,4,2.28341782
систематический,17,29.68443166
ситовидный,13,25.11759602
сказать,703,4.56683564
сказочный,58,2.28341782
скала,24,9.133671279
скапливаться,3,2.28341782
скарлатина,1,2.28341782
сквашивание,1,2.28341782
сквер,9,2.28341782
сквозной,8,4.56683564
сквозь,46,2.28341782
скипидар,2,2.28341782
склёвывать,2,2.28341782
склон,59,9.133671279
скользкий,7,2.28341782
скоп,1,2.28341782
скопление,16,4.56683564
скорее,32,2.28341782
скоро,52,2.28341782
скорость,971,18.26734256
скот,70,2.28341782
скотоводство,63,2.28341782
скотч,1,2.28341782
скрепить,8,2.28341782
скреплять,4,2.28341782
скрещивание,1,2.28341782
скромный,22,2.28341782
скручиваться,2,2.28341782
скудный,8,6.850253459
скученность,3,2.28341782
слабо,15,6.850253459
слабый,65,13.70050692
сладкий,44,2.28341782
сладкое,12,4.56683564
слева,72,13.70050692
слегка,11,4.56683564
след,90,6.850253459
следовательно,101,2.28341782
следовать,288,50.23519204
следствие,19,2.28341782
следующий,546,27.40101384
слетаться,1,2.28341782
слив,17,6.850253459
слива,3,4.56683564
сливаться,20,2.28341782
слизистый,2,4.56683564
слизь,3,2.28341782
слишком,54,2.28341782
слияние,28,11.4170891
слово,5231,29.68443166
слоевище,20,45.6683564
сложно,17,4.56683564
сложность,21,2.28341782
сложноцветный,15,34.2512673
сложный,533,121.0211444
слой,208,61.65228113
сломать,5,2.28341782
служащий,16,2.28341782
служить,280,36.53468512
случай,727,11.4170891
случайно,74,6.850253459
слышать,122,2.28341782
смена,84,27.40101384
смениться,6,2.28341782
смертельно,4,6.850253459
смертельный,15,6.850253459
смерть,340,2.28341782
сметана,11,2.28341782
смешанный,90,18.26734256
смещение,9,2.28341782
смола,12,13.70050692
Смоленск,47,2.28341782
смолистый,5,4.56683564
смоляной,1,2.28341782
смородина,20,4.56683564
смотреть,1429,61.65228113
смочь,163,2.28341782
смыкаться,4,4.56683564
смысл,339,2.28341782
снабдить,6,2.28341782
снабжать,11,6.850253459
снабжение,3,2.28341782
снаружи,21,18.26734256
сначала,387,31.96784948
снег,189,27.40101384
снеговой,16,2.28341782
снежно-белый,1,2.28341782
снежный,31,6.850253459
снижать,9,2.28341782
снижаться,14,2.28341782
снизиться,18,2.28341782
снизу,26,6.850253459
снимать,23,2.28341782
снова,114,6.850253459
сныть,2,4.56683564
собака,121,2.28341782
собирательство,22,2.28341782
собирать,171,18.26734256
собираться,84,2.28341782
соблюдать,54,11.4170891
собрание,63,2.28341782
собранный,38,11.4170891
собрать,222,11.4170891
собственный,316,2.28341782
событие,501,4.56683564
совершать,116,4.56683564
совершенный,86,6.850253459
совершенствование,14,2.28341782
совершенствоваться,8,4.56683564
совместно,20,4.56683564
совместный,80,13.70050692
совокупность,48,11.4170891
совпасть,21,2.28341782
современник,100,2.28341782
современный,604,34.2512673
согласиться,56,11.4170891
согласный,185,4.56683564
согревать,6,2.28341782
сода,2,4.56683564
содержание,174,2.28341782
содержать,313,66.21911677
содержаться,212,93.62013061
содержимое,22,4.56683564
соединение,47,27.40101384
соединить,98,4.56683564
соединяться,21,2.28341782
сожаление,22,2.28341782
создавать,255,52.51860986
создаваться,107,31.96784948
создание,224,11.4170891
создать,442,11.4170891
сознание,62,2.28341782
созревать,32,59.36886331
созреть,10,13.70050692
сойка,14,9.133671279
сойти,20,4.56683564
сок,60,15.98392474
сокодвижение,1,2.28341782
сократиться,20,2.28341782
сокращаться,18,6.850253459
сокращение,81,4.56683564
солёность,34,2.28341782
солёный,29,6.850253459
солидный,2,2.28341782
солнечный,219,73.06937023
солнце,338,13.70050692
солома,14,2.28341782
соломина,2,2.28341782
соль,167,79.91962369
сомкнутый,4,6.850253459
сомневаться,8,4.56683564
сон-трава,2,2.28341782
сообщество,182,50.23519204
сооружение,46,2.28341782
соответствие,120,6.850253459
соответствовать,344,6.850253459
соответствующий,208,2.28341782
соплодие,3,6.850253459
соприкосновение,8,9.133671279
сопровождать,39,2.28341782
сопротивляться,12,2.28341782
сопряжённо,1,2.28341782
сорвать,17,2.28341782
сорго,2,4.56683564
сорный,7,6.850253459
сорняк,18,18.26734256
сорт,46,59.36886331
сортовый,1,2.28341782
сорус,4,9.133671279
сосед,134,2.28341782
соседний,90,4.56683564
сосенка,3,2.28341782
сосна,123,66.21911677
сосновый,59,20.55076038
сосредоточить,17,2.28341782
состав,421,77.63620587
составить,1119,4.56683564
составлять,954,11.4170891
состояние,201,31.96784948
состоять,511,157.5558296
сосуд,78,75.35278805
сосуществование,2,2.28341782
сотня,91,9.133671279
сотрудник,23,2.28341782
сотрудничество,35,2.28341782
сохранение,77,15.98392474
сохранить,192,6.850253459
сохраниться,131,6.850253459
сохранность,6,2.28341782
сохранять,110,34.2512673
сохраняться,105,15.98392474
соцветие,93,184.9568434
сочетать,8,2.28341782
сочность,1,2.28341782
сочный,47,63.93569895
соя,2,4.56683564
спадать,1,2.28341782
спаржевый,1,2.28341782
спасать,29,9.133671279
спасаться,20,2.28341782
спасти,67,2.28341782
спать,66,2.28341782
сперматозоид,14,6.850253459
специализация,8,2.28341782
специализировать,5,4.56683564
специально,33,6.850253459
специальный,211,20.55076038
спешить,37,2.28341782
спиливание,1,2.28341782
спиралька,1,2.28341782
спирально,1,2.28341782
спиральный,2,4.56683564
спирилла,3,6.850253459
спирогира,8,6.850253459
спирт,4,6.850253459
список,113,2.28341782
спица,3,2.28341782
сплошной,32,11.4170891
сплошь,11,2.28341782
спор,147,105.0372197
спора,16,27.40101384
спорангий,9,15.98392474
споровый,31,70.78595241
спороносный,1,2.28341782
спорообразование,2,2.28341782
спорофит,8,18.26734256
спорый,6,6.850253459
спорынья,5,4.56683564
способ,767,22.8341782
способность,180,29.68443166
способный,110,54.80202768
способствовать,160,18.26734256
справочник,21,2.28341782
спрятать,22,2.28341782
сравнение,329,15.98392474
сравнивать,97,2.28341782
сравнимый,24,2.28341782
сравнительно,15,2.28341782
сравнить,442,20.55076038
сразу,144,6.850253459
срастаться,5,6.850253459
срастись,13,11.4170891
среда,319,200.9407681
среди,409,45.6683564
Средиземноморский,6,9.133671279
среднее,97,11.4170891
средний,521,18.26734256
средство,283,4.56683564
срез,13,25.11759602
срезать,16,15.98392474
срок,54,9.133671279
сростнолепестный,2,2.28341782
сростнолистный,2,2.28341782
срывать,8,4.56683564
стакан,50,6.850253459
сталкиваться,33,2.28341782
становиться,312,27.40101384
станция,141,2.28341782
стараться,111,2.28341782
старое,20,2.28341782
старший,288,2.28341782
старый,252,13.70050692
стать,1871,79.91962369
стафилококк,3,6.850253459
ствол,71,68.50253459
стволик,1,2.28341782
створка,14,25.11759602
стебелёк,17,31.96784948
стебель,164,294.5608988
стебель-соломина,2,4.56683564
стеблевой,2,4.56683564
стеблеподобный,1,2.28341782
стебло,15,18.26734256
стекло,56,13.70050692
стёклышко,3,2.28341782
стеклянный,37,11.4170891
стелющийся,4,6.850253459
стена,292,11.4170891
стенка,32,31.96784948
степень,373,9.133671279
степной,48,2.28341782
степь,199,13.70050692
стержневой,15,27.40101384
стихийный,13,2.28341782
стихия,11,2.28341782
стоить,315,4.56683564
стойкий,7,4.56683564
столбик,74,15.98392474
столбнячный,1,2.28341782
столбчатый,32,6.850253459
столетний,7,2.28341782
столик,6,4.56683564
столон,8,18.26734256
столько,80,2.28341782
сторона,1335,54.80202768
сточный,13,2.28341782
стоять,306,2.28341782
страна,933,43.38493858
страница,195,4.56683564
страх,73,4.56683564
стреловидный,1,2.28341782
стрелолист,7,6.850253459
стремиться,212,2.28341782
стрептококк,3,6.850253459
строго,30,4.56683564
строение,328,477.2343243
строительный,43,15.98392474
строитель-раб,1,2.28341782
строительство,159,2.28341782
строить,172,2.28341782
стройный,20,2.28341782
структура,85,11.4170891
структурный,4,6.850253459
стручковый,1,2.28341782
стручок,9,18.26734256
субальпийский,1,2.28341782
субстрат,2,4.56683564
субтропический,1,2.28341782
судно,29,2.28341782
судный,13,2.28341782
судьба,153,2.28341782
суеверный,3,4.56683564
сузить,2,2.28341782
сумерки,27,2.28341782
сумка,19,4.56683564
суперфосфат,1,2.28341782
супротивный,3,6.850253459
сурепка,3,6.850253459
суровый,60,9.133671279
сутки,134,20.55076038
суточный,21,2.28341782
суходольный,2,2.28341782
сухой,134,79.91962369
сухопутный,14,20.55076038
сухотравный,1,2.28341782
суша,72,15.98392474
сушёный,20,2.28341782
сушить,88,9.133671279
существенный,63,2.28341782
существо,108,31.96784948
существование,118,22.8341782
существовать,549,70.78595241
существующий,17,2.28341782
сущность,35,4.56683564
сфагновый,7,6.850253459
сфагнум,18,22.8341782
сфера,188,4.56683564
сформировать,7,9.133671279
сформироваться,29,11.4170891
схема,335,4.56683564
схистостег,1,2.28341782
сходный,57,20.55076038
сходство,91,66.21911677
счёт,173,11.4170891
считать,527,22.8341782
считаться,187,6.850253459
съедать,11,2.28341782
съедобный,23,22.8341782
сыпучий,2,2.28341782
сыр,42,6.850253459
сыроежка,6,2.28341782
сырой,35,9.133671279
сырьё,6,4.56683564
табак,15,18.26734256
таблица,505,9.133671279
табличка,5,2.28341782
таволга,1,2.28341782
тагетёс,1,2.28341782
таёжный,4,2.28341782
таинственный,48,4.56683564
таковой,39,2.28341782
таксон,2,4.56683564
таллом,11,25.11759602
таллос,1,2.28341782
тарелочка,1,2.28341782
тартуфля,1,2.28341782
твёрдый,87,22.8341782
текстильный,1,2.28341782
тело,275,52.51860986
тельце,5,4.56683564
тема,520,2.28341782
тёмно-зелёный,12,9.133671279
тёмно-коричневый,3,2.28341782
тёмно-красный,2,2.28341782
тёмно-розовый,1,2.28341782
темнота,18,4.56683564
тёмный,130,15.98392474
темп,28,2.28341782
температура,497,61.65228113
температурный,5,6.850253459
теневыносливый,19,25.11759602
тенелюбивый,9,18.26734256
тенистый,7,6.850253459
тень,55,4.56683564
теплица,14,11.4170891
тепло,99,22.8341782
тепловой,4,2.28341782
теплоизоляционный,1,2.28341782
теплолюбивый,7,13.70050692
теплоумеренный,1,2.28341782
тёплый,134,9.133671279
териология,1,2.28341782
термин,171,18.26734256
тёрн,2,2.28341782
территория,622,38.81810294
терять,47,2.28341782
теряться,11,2.28341782
тесно,37,2.28341782
тесный,30,6.850253459
тесто,4,2.28341782
тетрадь,335,4.56683564
техника,72,2.28341782
технический,45,9.133671279
течение,496,27.40101384
тимофеевка,7,6.850253459
тип,371,95.90354843
типичный,13,11.4170891
типовой,2,2.28341782
титульный,10,4.56683564
тихий,100,2.28341782
ткань,332,303.69457
ток,9,9.133671279
толстостенный,1,2.28341782
толстый,30,6.850253459
толща,19,6.850253459
толщина,42,6.850253459
томат,22,38.81810294
томатный,2,4.56683564
тон,32,2.28341782
тоненький,7,4.56683564
тонкий,142,29.68443166
тонкостенный,3,6.850253459
тонна,82,2.28341782
топинамбур,3,6.850253459
топка,1,2.28341782
топливо,17,6.850253459
тополиный,3,2.28341782
тополь,30,31.96784948
топтать,7,2.28341782
торжественно,15,2.28341782
торф,20,13.70050692
торфяник,1,2.28341782
торфяной,18,9.133671279
торчать,12,2.28341782
точка,2842,9.133671279
точно,169,2.28341782
тошнота,1,2.28341782
трава,181,70.78595241
травостой,1,2.28341782
травоядный,10,6.850253459
травянистый,46,61.65228113
травяной,22,4.56683564
транспортировка,2,2.28341782
транспортный,9,6.850253459
трахеида,9,20.55076038
требование,45,6.850253459
требовательный,7,2.28341782
требовать,125,2.28341782
требоваться,97,2.28341782
треск,10,2.28341782
третий,132,18.26734256
треугольный,32,2.28341782
трёхчленный,1,2.28341782
трещина,23,6.850253459
тройчатый,2,4.56683564
тронуться,4,2.28341782
тропик,14,2.28341782
тропический,45,36.53468512
тропос,1,2.28341782
тростник,8,4.56683564
труба,92,4.56683564
трубка,34,36.53468512
трубочка,18,13.70050692
трубчатый,11,25.11759602
труд,403,22.8341782
трудно,116,15.98392474
трудный,83,6.850253459
трудоёмкий,3,2.28341782
труп,7,2.28341782
трутовик,4,6.850253459
трюм,5,9.133671279
трясунка,1,2.28341782
туберкулёз,6,6.850253459
тубус,8,15.98392474
тундра,19,13.70050692
тундровый,2,4.56683564
тщательно,22,4.56683564
тщательный,4,2.28341782
тыква,14,13.70050692
тыквенный,4,4.56683564
тыквина,3,6.850253459
тысяча,193,13.70050692
тысячелистник,3,4.56683564
тычинка,41,70.78595241
тычиночный,11,22.8341782
тюльпан,23,34.2512673
тягучий,4,2.28341782
тяжёлый,145,2.28341782
тяжесть,26,4.56683564
тянуться,22,2.28341782
убедиться,87,34.2512673
